,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AMER3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BEES3,ACAO_BRAP3,ACAO_BRAP4,ACAO_BRKM3,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DIRR3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_ETER3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FICT3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU3,ACAO_GOAU4,ACAO_GOLL54,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LIGT3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_LUPA3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_NEXP3,ACAO_ODPV3,ACAO_OIBR3,ACAO_OIBR4,ACAO_PDGR3,ACAO_PDTC3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_PMAM3,ACAO_POMO3,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_PTBL3,ACAO_RADL3,ACAO_RAPT4,ACAO_RCSL4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_RPMG3,ACAO_RSID3,ACAO_SANB11,ACAO_SANB3,ACAO_SANB4,ACAO_SAPR4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SHUL4,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_TUPY3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVR3,ACAO_VIVT3,ACAO_VLID3,ACAO_VSTE3,ACAO_WEGE3,ACAO_WHRL4,ACAO_YDUQ3
ACAO_LIGT3,0.2778696424,0.2451043899,0.1547019091,0.2604327512,0.2609642271,0.2000909957,0.3879862270,0.3701752474,0.3406706527,0.3462514738,0.3588941756,0.3513057891,0.1505286602,0.1446906215,0.1779959739,0.1976478092,0.1638580367,0.2075499841,0.2939122398,0.1430234888,0.1671257638,0.4093477010,0.4554543667,0.1893604950,0.3828674782,0.3597105604,0.2762052256,0.3058325092,0.2365332796,0.1802199579,0.3663934846,0.3050081721,0.3104359474,0.3169027146,0.1800312626,0.1820482393,0.3412140507,0.1901767500,0.1531089876,0.3471543284,0.3603507210,0.1941433052,0.1315430795,0.0395042872,0.2373953044,0.2431288070,0.2408914114,0.2467786305,0.2376694702,0.2665318372,0.3228143313,0.2819172759,0.1019617128,0.3282027658,0.2715824817,0.0921755039,0.2755963491,0.2532801799,0.3684464362,0.3372714807,0.3479981610,0.3048471459,0.1724689894,0.1230725661,0.1572732344,1.0000000000,0.1955599994,0.2470722965,0.3477289652,0.1514033568,0.1628029796,0.2220076778,0.3460627397,0.3103878533,0.3394793839,0.2332495386,0.2592486344,0.2050010751,0.1850977171,0.1711068255,0.1857063429,0.2063836023,0.1181082575,0.2757651645,0.2877833258,0.1956645859,0.1610255469,0.1994677176,0.1978501459,0.2371665960,0.2582315573,0.2273813210,0.2216928498,0.1959026933,0.3304383653,0.0815986415,0.1369352761,0.3205048125,0.3075119890,0.2177858264,0.1155260979,0.2312458809,0.3117564322,0.1944695468,0.1919271363,0.2519597411,0.3372516073,0.1420349054,0.2049809842,0.1305153514,0.1962455441,0.1206907999,0.3102750389,0.1232663545,0.2754550151,0.2336868069,0.2166251919,0.1939778096,0.2707248762,0.1692543884,0.1760734191,0.2261209347,0.2516534565,0.1691774936,0.1617886937,0.1926845848,0.2317955837,0.1727568292,0.1931186602,0.1156345080,0.2818953754
ACAO_LOGN3,0.2186706610,0.1924840411,0.1474921474,0.1963369199,0.2144933107,0.1701834822,0.2320997185,0.2314832678,0.2614108128,0.2537342391,0.2558383014,0.2534655269,0.1139593791,0.1434660942,0.1620374961,0.1821558056,0.1288053257,0.1454764659,0.2356883026,0.1155304472,0.1262510365,0.2152345889,0.2382318071,0.1102851688,0.1873493237,0.2103815947,0.2318223718,0.2290479911,0.2081220459,0.1627534671,0.2732917519,0.2427869694,0.2484800597,0.1905193021,0.1427315273,0.1573779380,0.2445833310,0.1787820433,0.1522456867,0.2721319376,0.2789295323,0.1773900656,0.1617403571,0.0760556894,0.1917484812,0.1825238125,0.1989026415,0.2195163916,0.2015752794,0.2375947961,0.2530277039,0.2318625587,0.0999664405,0.2752006142,0.1930090826,0.0903425068,0.1712047199,0.1775229630,0.2620500345,0.2428702361,0.2575244925,0.2648837300,0.1589775789,0.1079151976,0.1135033074,0.1955599994,1.0000000000,0.1716666565,0.2334922387,0.1429402884,0.1375751764,0.1919800956,0.2716531425,0.2199865430,0.2601938211,0.2068137347,0.2121954634,0.1533414292,0.1507489147,0.1235939790,0.1258849590,0.1715823433,0.1263126347,0.2009970685,0.2152628296,0.1692156030,0.1533520009,0.1718093531,0.2165687705,0.2251452306,0.2058756994,0.1463102094,0.2135069990,0.1468532383,0.2205947369,0.0590271910,0.1306579023,0.2722439919,0.2535077172,0.1952928882,0.0942611909,0.1837544911,0.2317730654,0.1423326231,0.1390790856,0.1746961228,0.2371138741,0.1762083599,0.1811965311,0.1400058867,0.1640695317,0.1058253222,0.2441685300,0.1067455112,0.2880352215,0.1862248527,0.1781031406,0.1798539487,0.2168631358,0.1782481261,0.1577027982,0.1362462825,0.2106417621,0.1602190837,0.1031082252,0.1286761379,0.2131770123,0.1557955582,0.1666840469,0.0967041836,0.2071362038
ACAO_LPSB3,0.2670706791,0.2032363151,0.1476679601,0.2486774803,0.2923842997,0.2018102854,0.2492698107,0.2336253987,0.3122268989,0.2803087323,0.3022930040,0.3099443175,0.1156113794,0.1403030426,0.1628202906,0.1649538667,0.1408398686,0.1799532304,0.2560533771,0.1329088159,0.1301994060,0.2428713405,0.2568565884,0.1347823730,0.2399959755,0.2366045435,0.2757716479,0.2343559800,0.1990573546,0.1951530162,0.3657275249,0.3058742091,0.2815754603,0.2130328393,0.1499385617,0.1583197740,0.2462648048,0.2096608728,0.1846728383,0.3593665825,0.3705381537,0.1799033629,0.1409581333,0.0645822103,0.2481546173,0.2536479181,0.1924450746,0.1972362021,0.1993458161,0.2016718265,0.2522262202,0.2734703637,0.1505263923,0.3512706730,0.2394064832,0.1034270650,0.1826816066,0.2251548155,0.3030637425,0.3093279763,0.2982029985,0.3138826377,0.1599164465,0.1196604530,0.1181444093,0.2470722965,0.1716666565,1.0000000000,0.3434007865,0.1330758031,0.1539010546,0.2289828047,0.2857806364,0.3168571419,0.3424594359,0.2322913328,0.2387529424,0.2795425100,0.1892195963,0.1613545173,0.1744299689,0.2131511971,0.1368376075,0.2356242283,0.2451148041,0.1915257560,0.1438448149,0.2108125790,0.2233665611,0.2580225629,0.2513201335,0.2301854695,0.2469478109,0.1925128619,0.3139309719,0.0685276182,0.1378385339,0.3071809563,0.3089765468,0.1849485962,0.1194750564,0.2334663202,0.2667599145,0.1612913664,0.1798873256,0.1985704045,0.2381468480,0.1477316282,0.1548363007,0.1230317453,0.1611989756,0.1598539498,0.3097562623,0.1144724892,0.2913654160,0.2064281614,0.2446980452,0.2187039061,0.2675704422,0.1611834266,0.1782328702,0.1668813091,0.2059446579,0.1509550350,0.1691729410,0.1843861809,0.2324166622,0.1744744755,0.2014121464,0.1119442438,0.2675387179
ACAO_LREN3,0.3711355549,0.3640031649,0.1912347666,0.4320835561,0.4193326625,0.3529272516,0.3980294012,0.3870575664,0.5101906059,0.4509065322,0.5013797804,0.5011164910,0.2095941154,0.1701059018,0.2316896495,0.2665524969,0.2382825552,0.3002607998,0.3915563392,0.1725900345,0.1780385291,0.3437248456,0.3898612962,0.1785831676,0.3863797609,0.3624184955,0.4414509134,0.2978452452,0.3032841419,0.2511235912,0.5694598670,0.4045439245,0.4645282821,0.3491996853,0.2464930449,0.2489550155,0.4046191675,0.2545878076,0.2061267711,0.4995739519,0.5400094178,0.2512537268,0.1734392508,0.0841622273,0.3596327131,0.3679323515,0.2887903907,0.3032778974,0.2893490887,0.2992928813,0.3918489668,0.3894338194,0.1704139881,0.4254393619,0.4239612150,0.1243974593,0.3010156104,0.3614689160,0.5022650670,0.4630951900,0.4877449321,0.4126715462,0.2201834863,0.2000410535,0.1882425569,0.3477289652,0.2334922387,0.3434007865,1.0000000000,0.1834941027,0.2525495430,0.3286115217,0.4615382193,0.5131396792,0.5479809351,0.3355804364,0.4214612200,0.2355591102,0.2594166749,0.2137806186,0.2149330808,0.2656899366,0.1635454137,0.3374513246,0.3495179585,0.2291802874,0.2059881462,0.2470552593,0.3014928892,0.3777502916,0.3390913020,0.3314986940,0.3274616039,0.3369170748,0.4333015623,0.0904791993,0.1831104489,0.5342011670,0.5058629464,0.2391352692,0.1330644658,0.2856265515,0.4396899566,0.2591834418,0.2800604229,0.2785768223,0.3786978814,0.1821444347,0.2384743327,0.1723672318,0.2682777687,0.1761774662,0.4262074814,0.1580360171,0.3756980927,0.3411951071,0.3428484090,0.2503296798,0.3911755786,0.2301305932,0.2165019825,0.2768764507,0.3082129719,0.2342362654,0.1730017318,0.2901654427,0.3083945618,0.2524741151,0.2875534076,0.1398942384,0.4247585526
ACAO_LUPA3,0.1752984566,0.1174500234,0.0899276226,0.1666033059,0.1708535117,0.1345735229,0.1766510746,0.1702865002,0.1970374373,0.1864841052,0.1921526392,0.2034772404,0.1176943293,0.1245314396,0.1534332188,0.1627814024,0.1013760015,0.1298197347,0.1622824559,0.0744767580,0.0902021806,0.1375935624,0.1606981576,0.0821155361,0.1323143531,0.1303394494,0.1521488179,0.1406393138,0.1726321884,0.1316357251,0.2072898850,0.1600505191,0.1940103187,0.1174842377,0.1172077742,0.1081996004,0.1486726673,0.1643897545,0.1476339655,0.2007147006,0.1923914605,0.1494805603,0.1188294495,0.0450181885,0.1216935141,0.1750220819,0.1723541209,0.1811202435,0.1561961851,0.1832601834,0.1975935827,0.1586786034,0.1103467410,0.1816512346,0.1424514289,0.1057078811,0.1241033815,0.1343426022,0.2115270699,0.1916522582,0.1948960561,0.2002415782,0.1109900849,0.1143356325,0.1354425559,0.1514033568,0.1429402884,0.1330758031,0.1834941027,1.0000000000,0.1125098563,0.1082789829,0.1592628480,0.1885802285,0.1804114326,0.1474909347,0.1435539562,0.1679678110,0.1170121081,0.1223506190,0.1279209479,0.1353669128,0.1173046720,0.1837685771,0.1911844924,0.1272159644,0.1391041927,0.1553276598,0.1415902189,0.1669784408,0.2041855530,0.1150193851,0.1460806228,0.0851933003,0.2003685359,0.0552083384,0.0845286679,0.1625668982,0.1953386290,0.1175086035,0.0981802894,0.1349649565,0.1583059397,0.0955732930,0.0729758481,0.1232064310,0.1398272268,0.0946988421,0.1318738746,0.1214520332,0.1329965667,0.1109080012,0.1956389878,0.1124757079,0.1636282448,0.1226513428,0.1366391012,0.1332487197,0.1553675408,0.1360181271,0.1360593611,0.1658400457,0.1962085473,0.1538597028,0.1327433393,0.0905796133,0.1444019833,0.1237181644,0.1028065512,0.0923831356,0.1421755716
ACAO_MBRF3,0.2284669440,0.2081851212,0.1633505992,0.1919486004,0.1596659495,0.1771324286,0.2379585404,0.2273317432,0.2805305949,0.2619738031,0.2495662445,0.2566768856,0.4176071494,0.0992740223,0.1998278531,0.2303079600,0.1477050981,0.2098057756,0.2169330717,0.0674227151,0.1063999244,0.1887736811,0.2220696110,0.1195527527,0.2194662150,0.1999071993,0.2719350165,0.1706209916,0.2436424337,0.1456655639,0.2471157095,0.1981555605,0.2575971351,0.1882983793,0.1271708040,0.1503385500,0.2054560622,0.1344658902,0.1181033128,0.2553815558,0.2387749068,0.1660050690,0.1048332288,0.0533535558,0.1918401105,0.2114935165,0.2160444618,0.2267324856,0.2048646731,0.2318381943,0.1966504848,0.1723407704,0.0602591111,0.2007799576,0.2339159750,0.0975031391,0.1945463961,0.1761991043,0.2675044554,0.2267375257,0.2457366029,0.2139603576,0.1479791448,0.2102733988,0.1609472326,0.1628029796,0.1375751764,0.1539010546,0.2525495430,0.1125098563,1.0000000000,0.1717994383,0.2434598534,0.2434882869,0.2369058222,0.1936969931,0.2359877029,0.1489899178,0.1278618312,0.1390825340,0.1363467837,0.2014607357,0.1280743834,0.2641995492,0.2679903000,0.1149119382,0.1313589067,0.1686156201,0.1524713937,0.1877041904,0.1907042623,0.1407212290,0.1960118027,0.1415342410,0.2137577268,0.0697949835,0.1265136609,0.2319789515,0.1805525071,0.1088504982,0.0762670131,0.2073401584,0.2168569428,0.1269680977,0.1356098419,0.1498564911,0.1946989044,0.1099094993,0.1121007754,0.1790566152,0.2448761636,0.1366868735,0.2135844194,0.1035710389,0.1658115028,0.1893112896,0.1671695610,0.1176736657,0.1708986990,0.1181040530,0.1681551703,0.1885798276,0.2330248197,0.2080976855,0.0960141403,0.1634838360,0.1312076946,0.1259874535,0.1755976922,0.1046871992,0.1624889378
ACAO_MDIA3,0.2555763064,0.2995712953,0.1200306516,0.2582370492,0.2160926582,0.2218853759,0.2642090725,0.2602399341,0.3341429659,0.2976361211,0.3201134423,0.3123068447,0.1848446898,0.1237720483,0.1540227525,0.1764955144,0.1534139957,0.1729847079,0.2672559215,0.1178088517,0.1256758851,0.2433037015,0.2559817940,0.1414901249,0.2541158429,0.2605091297,0.3023326913,0.2275227140,0.1924644137,0.1718866338,0.3283515380,0.2728155775,0.2946192727,0.2230717724,0.1559146948,0.1929206223,0.2509093735,0.1749564375,0.1278227354,0.3119778032,0.3357513969,0.1667229331,0.1339093479,0.0357188652,0.2517471552,0.2026482067,0.1891355592,0.1997047375,0.2050115668,0.2018204037,0.2490134289,0.2918455681,0.1086485184,0.2780914526,0.2803740662,0.0843666049,0.2075388635,0.2520822679,0.3223795701,0.3103884449,0.3115317457,0.2750375430,0.1540751316,0.1262719916,0.1497868723,0.2220076778,0.1919800956,0.2289828047,0.3286115217,0.1082789829,0.1717994383,1.0000000000,0.2896679717,0.2784329366,0.3069749079,0.2405536467,0.2635418383,0.1391535304,0.1886096931,0.1440337888,0.1433796127,0.1747163463,0.0811541176,0.2251457907,0.2318141931,0.1597607126,0.1397130490,0.1512774305,0.1994936465,0.2617146971,0.2054017967,0.2240005109,0.2387746407,0.2302784615,0.2745891469,0.0630747588,0.0961693279,0.3149834600,0.2805366957,0.1802341558,0.1105767484,0.1668568042,0.2664129883,0.1953455204,0.1660863538,0.2141775996,0.2757487942,0.1295383778,0.1733056672,0.1276898919,0.2173507860,0.1397816249,0.2382144792,0.0947516234,0.2537182757,0.2551113647,0.2596792297,0.1616849614,0.2244370477,0.1750762356,0.1758181421,0.1632325029,0.2012821316,0.1432724962,0.1028983334,0.1859787957,0.2074671225,0.1475393115,0.2424929147,0.1267043897,0.2614871093
ACAO_MOTV3,0.3478900115,0.3473548051,0.1673902651,0.3178981866,0.2996605036,0.2532006736,0.3900605170,0.3757606061,0.4842309038,0.4676201641,0.4865057774,0.4783720728,0.2110060253,0.1580059429,0.2156879098,0.2629337487,0.1955977831,0.2507479433,0.3718989667,0.1745974681,0.1832792086,0.3677599931,0.4210987239,0.1998368345,0.3985190274,0.3820623501,0.4347649037,0.3135463344,0.3037425054,0.2434080197,0.4808415188,0.4051226179,0.3951233250,0.4121761030,0.2242399981,0.2035030712,0.3923077359,0.2345623888,0.1909090492,0.4201740122,0.4541308505,0.2236784292,0.1706972145,0.0826505664,0.3196770932,0.2828717396,0.2794645738,0.2945015363,0.2720673830,0.3054009686,0.3560253935,0.3000297656,0.1140145109,0.3690426891,0.3482641693,0.1319001427,0.3221753952,0.3740502977,0.4867215161,0.4463667167,0.4638267945,0.3734500690,0.2256521833,0.1682428831,0.1807276302,0.3460627397,0.2716531425,0.2857806364,0.4615382193,0.1592628480,0.2434598534,0.2896679717,1.0000000000,0.4052881099,0.5061799555,0.3383903280,0.3696653270,0.2328991494,0.2582700958,0.1751035264,0.1822233415,0.2305253481,0.1537656946,0.3657250248,0.3857793919,0.1985584926,0.1830883720,0.2194829622,0.2723104161,0.3405197479,0.2778556283,0.3003376998,0.2789602380,0.2841441246,0.4029022445,0.1045015460,0.1725210630,0.4748341374,0.3636009402,0.2221497244,0.1412531922,0.2541221040,0.4163868630,0.2344671609,0.2384899596,0.2770875530,0.3992953502,0.1742781501,0.2450672822,0.1706376531,0.2625287614,0.1680786093,0.3553063937,0.1451259641,0.3471292820,0.3217368275,0.3140355524,0.2464150338,0.3140513613,0.2230171569,0.2055383684,0.2367818122,0.2981062326,0.2262271282,0.1482775311,0.2983174395,0.3055470103,0.2214143906,0.3029116342,0.1235460867,0.3783897364
ACAO_MRVE3,0.3419502953,0.3056080216,0.1610823283,0.3730174984,0.3652591356,0.3234282382,0.3623224311,0.3465455424,0.4886847054,0.4048354209,0.4322730860,0.4391893540,0.2055324984,0.1748449882,0.2229455785,0.2485059181,0.2115459504,0.2815555337,0.3522030202,0.1246824411,0.1517512381,0.2886716571,0.3286332141,0.1851404096,0.3370858983,0.3219309623,0.4128036661,0.2847646876,0.2969713150,0.2404846790,0.6505153061,0.4997770042,0.4372290556,0.2966090721,0.2290960512,0.2503609557,0.3549531135,0.2514976542,0.2099201718,0.5616568558,0.5971393973,0.2336060700,0.1684313492,0.0707536645,0.3138720483,0.4429352240,0.2752329594,0.2841718645,0.2786068018,0.2993432435,0.3834013134,0.3546503179,0.1502240044,0.4541147881,0.3791970130,0.1296019069,0.2946652680,0.3133087279,0.4550134957,0.4077957678,0.4281247418,0.4114367700,0.2196195291,0.1876237087,0.1968912259,0.3103878533,0.2199865430,0.3168571419,0.5131396792,0.1885802285,0.2434882869,0.2784329366,0.4052881099,1.0000000000,0.4515058824,0.3266885919,0.3597928290,0.2471365936,0.2405530242,0.2182274121,0.2232454992,0.3286638984,0.1480589933,0.3115554715,0.3308548417,0.2322673078,0.2086075942,0.2122090736,0.2808304679,0.3601562670,0.3312287105,0.3050688564,0.2945573369,0.2600042210,0.3925791888,0.1023125021,0.1770481760,0.4789683181,0.4131849915,0.2269118982,0.1532460874,0.3689427356,0.3934994293,0.2566995179,0.2196094620,0.2381221803,0.3431398844,0.1780374691,0.2046494002,0.1579572594,0.2330735316,0.1727637854,0.4569287195,0.1646391602,0.3368121594,0.3150494178,0.2980059732,0.2359811443,0.3843936578,0.2306668893,0.2260462530,0.2886933802,0.3066310006,0.2262426834,0.1752764576,0.2396173612,0.2745073863,0.2255967285,0.2445691190,0.1349626919,0.3946987509
ACAO_MULT3,0.3713588862,0.3607671461,0.1867440035,0.3687747479,0.3575338946,0.2866632876,0.3826018412,0.3663727645,0.5113818395,0.4607814269,0.5136381662,0.5061950266,0.1826262101,0.1752148933,0.2347434256,0.2523415563,0.2108100443,0.2522699848,0.3873608141,0.1765888237,0.1729469887,0.3507868385,0.4065063440,0.1777860032,0.4205735386,0.3830684322,0.4353037526,0.3178184049,0.2886083761,0.2496212104,0.5461987172,0.4430739970,0.4210368970,0.3917833616,0.2261256785,0.2349067114,0.4202998570,0.2528073708,0.2002491999,0.4884830137,0.5307673580,0.2454228911,0.1849520815,0.0589870509,0.3619528304,0.3158020041,0.2786119765,0.2806766116,0.2725575744,0.2905616591,0.3697652787,0.3628001062,0.1512113817,0.4339151074,0.3898503575,0.1097409705,0.3150609527,0.3977851005,0.5221167111,0.4772524989,0.5007189346,0.4398268861,0.2108865745,0.1596480856,0.1522758059,0.3394793839,0.2601938211,0.3424594359,0.5479809351,0.1804114326,0.2369058222,0.3069749079,0.5061799555,0.4515058824,1.0000000000,0.3379482758,0.3796121216,0.2692685357,0.2582228681,0.1949069303,0.1988949563,0.2557794195,0.1599791255,0.3561038576,0.3721237509,0.2288169447,0.1890391275,0.2578045783,0.3090056322,0.3714851480,0.3163259487,0.3331448495,0.2985094055,0.3195071417,0.4233896245,0.0861293448,0.1577465312,0.5049318814,0.4113978803,0.2348517959,0.1211788518,0.2764901549,0.4236854181,0.2567949644,0.2512803835,0.2663134788,0.3913019277,0.1843832226,0.2342494759,0.1813012005,0.2740927171,0.1718542802,0.4113756886,0.1427547586,0.3856926029,0.3336990715,0.3458951851,0.2362349100,0.3543843118,0.2510915913,0.2085637066,0.2491576130,0.2834600773,0.2157208260,0.1882253004,0.2918308158,0.3132341564,0.2422662614,0.2713994453,0.1188523827,0.3860492156
ACAO_MYPK3,0.3445247895,0.2723095937,0.1530631701,0.2609797807,0.2701049561,0.2227543093,0.2913148924,0.2870122888,0.3573268736,0.3685263724,0.3688279463,0.3775568464,0.1844150745,0.1602089498,0.2276153502,0.2367128309,0.2141503061,0.2614134473,0.3323704698,0.1472323240,0.1454055728,0.2645175212,0.2893458405,0.1583695122,0.2620737870,0.2723215538,0.3303126221,0.2402298865,0.2893671078,0.2275816006,0.3735456962,0.3162564723,0.3477489444,0.2472576621,0.2242393368,0.1796818741,0.2569683408,0.2146535419,0.1907801188,0.3571544789,0.3440018761,0.2370818265,0.1910763798,0.0585077218,0.2476523695,0.2685324165,0.2969385010,0.3129083496,0.2864066723,0.2966623942,0.3172540572,0.2861710425,0.1355024239,0.3030546174,0.2674601411,0.1214753747,0.2124553432,0.2930497635,0.3808145742,0.3628913747,0.3738518296,0.3223291077,0.2005503364,0.1606972102,0.1752078917,0.2332495386,0.2068137347,0.2322913328,0.3355804364,0.1474909347,0.1936969931,0.2405536467,0.3383903280,0.3266885919,0.3379482758,1.0000000000,0.2637083563,0.2049994193,0.2142969145,0.1827432658,0.1768576604,0.2134065402,0.1382412816,0.2968719499,0.3040185618,0.1906327358,0.1760480451,0.2047238783,0.2855619012,0.3773579761,0.2438400462,0.2478897030,0.2600401246,0.2101062500,0.4626769250,0.0738347240,0.1701301912,0.3439279775,0.3046009264,0.2195431901,0.1175007275,0.2553997518,0.3407384048,0.2141575570,0.2012380542,0.2088642461,0.2601695208,0.1634189813,0.2215232375,0.1819433177,0.2239098575,0.1865626566,0.3178334757,0.1111044277,0.3110385192,0.2451159618,0.2240029677,0.1784949811,0.2628541570,0.2587244515,0.1957492885,0.2649042434,0.2885520036,0.2100055250,0.1286473244,0.2038250571,0.2711458532,0.1841549655,0.2672160813,0.1203591858,0.2825802658
ACAO_NATU3,0.2802787012,0.2979263701,0.1295007919,0.3418242550,0.2985484318,0.2992450193,0.3189004255,0.3131880327,0.3802779875,0.3356191790,0.3502754803,0.3447507299,0.1882482364,0.1216246760,0.2193878358,0.2459927659,0.1619062389,0.1976398349,0.2972504359,0.1512871386,0.1247166544,0.2819557358,0.3124584846,0.1651968953,0.2826753025,0.2884550394,0.3427706847,0.2317556761,0.2855626105,0.2157914761,0.4028119937,0.3308903217,0.3546031418,0.2744450889,0.2072029501,0.2018047481,0.2876103341,0.1984365028,0.1651551487,0.3664351431,0.3731689863,0.1952910041,0.1595377623,0.0579878194,0.2579351150,0.2850599641,0.2493055136,0.2629231559,0.2374705629,0.2665931964,0.3101940818,0.2939450082,0.1200906177,0.3256245836,0.3486058353,0.1054525415,0.2213769645,0.2774099746,0.3596101611,0.3243936837,0.3413725429,0.3144367744,0.1590501045,0.1683147331,0.1251624518,0.2592486344,0.2121954634,0.2387529424,0.4214612200,0.1435539562,0.2359877029,0.2635418383,0.3696653270,0.3597928290,0.3796121216,0.2637083563,1.0000000000,0.1940379030,0.2015208363,0.1703229777,0.1781310231,0.2187778305,0.1319171044,0.2643927448,0.2800469197,0.1783850724,0.1704945752,0.1775664032,0.2461703732,0.2712948814,0.2302621708,0.2311016505,0.2782466254,0.2746729247,0.3280133964,0.0763085094,0.1351631632,0.3961814914,0.3533146261,0.2216311112,0.1006780285,0.2293372195,0.3089245619,0.2073014186,0.1952547886,0.1958623488,0.3090761956,0.1608645663,0.1676845013,0.1306751743,0.2003572341,0.1437756187,0.3431778555,0.1364447746,0.3085830667,0.2356033521,0.3099569789,0.1792122591,0.2731195236,0.2097178613,0.1717311860,0.2050647582,0.2607865094,0.2226970487,0.1436119981,0.2169333875,0.2224979635,0.1977480227,0.2657762841,0.1078280323,0.3313206980
ACAO_NEXP3,0.2107955937,0.1628315337,0.1193260593,0.1970605006,0.2498169184,0.1906771411,0.2069379388,0.1931240550,0.2526162368,0.2443070506,0.2358825317,0.2397468763,0.1293947471,0.1289183611,0.1582498342,0.1747724309,0.1502091237,0.1712770797,0.2193463069,0.1169196576,0.1124068930,0.1784332862,0.1993701285,0.1196844244,0.1671432162,0.1528017394,0.2072400582,0.1626064849,0.1859319487,0.1713930301,0.2976911488,0.2289525566,0.2198238768,0.1371811267,0.1548627592,0.1159933182,0.1719942687,0.1988881808,0.1400075532,0.2818290194,0.2669978202,0.1754498981,0.1236262561,0.0741587618,0.1863188486,0.2234301136,0.1982128856,0.2082036146,0.2110020046,0.2184947956,0.1953793477,0.1896790282,0.1225831499,0.2607757157,0.1871266281,0.1216576399,0.1315473344,0.1651287367,0.2491137964,0.2347719813,0.2360347897,0.2598371272,0.1342524970,0.1256271009,0.1378134244,0.2050010751,0.1533414292,0.2795425100,0.2355591102,0.1679678110,0.1489899178,0.1391535304,0.2328991494,0.2471365936,0.2692685357,0.2049994193,0.1940379030,1.0000000000,0.1444359585,0.1543226025,0.1612064467,0.2344556934,0.1376716339,0.1908175353,0.1933445589,0.1395704791,0.1528965550,0.1811179920,0.2064651783,0.2153024215,0.2252563874,0.1295262222,0.1938049706,0.1243209785,0.2412700681,0.0928016807,0.1295805759,0.2502799915,0.2119431281,0.1654729426,0.1047829001,0.2292402915,0.2029223656,0.1204443211,0.1419646834,0.1653791991,0.1850645361,0.1098762144,0.1466909625,0.1293661214,0.1711901793,0.1505060453,0.2924575345,0.1047081289,0.2290452885,0.1734976559,0.1688697860,0.1887110732,0.2250484176,0.1367461832,0.1611436128,0.1662328790,0.1859936518,0.1629742783,0.1682757563,0.1460804065,0.1968178396,0.1758625033,0.1490176890,0.1177652836,0.1918594569
